Data,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
06/08/2023 19:45:53,-0.03,2.54,0.04,-0.01,0.02,-0.02
06/08/2023 19:45:53,-0.02,2.54,0.02,0,0.02,-0.02
06/08/2023 19:45:54, 0.00,2.52,0.03,-0.01,0.02,-0.02
06/08/2023 19:45:54,-0.00,2.53,0.03,-0.01,0.02,-0.02
06/08/2023 19:45:55,-0.00,2.53,0.01,-0.01,0.02,-0.02
06/08/2023 19:45:55,-0.01,2.51,0.01,-0.01,0.02,-0.02
06/08/2023 19:45:56, 0.01,2.51,0.01,-0.01,0.02,-0.02
06/08/2023 19:45:56, 0.03,2.57,0.02,-0.01,0.02,-0.02
06/08/2023 19:45:57,-0.03,2.57,0,-0.01,0.02,-0.02
06/08/2023 19:45:57,-0.02,2.87,-0.17,0,0.03,-0.02
06/08/2023 19:45:58,-0.01,3.37,-0.18,0.01,0.02,-0.01
06/08/2023 19:45:58,-0.05,3.49,-0.19,0,0.04,0
06/08/2023 19:45:59,-0.14,2.48,0.02,-0.02,0.02,0
06/08/2023 19:45:59,-0.17,3.64,-0.35,0.02,0.03,0
06/08/2023 19:46:00,-0.12,3.6,-0.22,0,0.02,0.01
06/08/2023 19:46:00,-0.10,2.42,0.29,-0.01,0.03,0
06/08/2023 19:46:01,-0.00,3.34,-0.1,0,0.02,0.01
06/08/2023 19:46:01,-0.20,2.77,-0.13,-0.02,0.02,0.01
06/08/2023 19:46:02,-0.59,2.69,0.05,-0.02,0.04,0.06
06/08/2023 19:46:02,-0.49,2.16,0.24,0.04,0.08,0.09
06/08/2023 19:46:03,-0.59,3.54,-0.29,-0.01,0.08,0.14
06/08/2023 19:46:03,-0.68,3.53,-0.3,0,0.13,0.26
06/08/2023 19:46:04,-1.76,2.86,0.37,0.02,0.14,0.3
06/08/2023 19:46:04,-1.26,2.85,0.18,0,0.15,0.35
06/08/2023 19:46:05,-1.75,3.5,-0.3,-0.04,0.13,0.39
06/08/2023 19:46:05,-1.19,4,-0.36,-0.03,0.13,0.29
06/08/2023 19:46:06,-1.00,3.71,0.34,0.01,0.11,0.18
06/08/2023 19:46:06,-1.02,2.56,0.19,-0.03,0.05,0.1
06/08/2023 19:46:07,-0.53,4.36,-0.57,0.03,0.08,0.05
06/08/2023 19:46:07,-0.35,4.63,-0.58,0.02,0.07,0.03
06/08/2023 19:46:08,-0.42,3.93,0.21,-0.03,-0.03,-0.01
06/08/2023 19:46:08,-1.18,3.48,0.56,0,0.01,-0.02
06/08/2023 19:46:09,-1.13,2.41,0.12,-0.02,0.06,-0.03
06/08/2023 19:46:09,-0.36,2.53,-0.24,-0.01,0,-0.01
06/08/2023 19:46:10,-0.94,2.64,0.3,-0.02,-0.05,-0.01
06/08/2023 19:46:10,-0.07,2.72,-0.84,0,0.05,-0.03
06/08/2023 19:46:11,-0.14,3.17,-0.07,0.06,-0.06,-0.03
06/08/2023 19:46:11,-0.54,2.62,-0.2,0.1,0.02,-0.02
06/08/2023 19:46:12,-0.95,2.25,-0.67,-0.02,-0.06,-0.01
06/08/2023 19:46:12,-0.68,2.26,0.91,0.03,0.04,-0.02
06/08/2023 19:46:13,-0.49,1.8,0.51,0.03,0.01,-0.01
06/08/2023 19:46:13,-0.74,1.78,0.01,0,0.06,-0.02
06/08/2023 19:46:14,-0.25,2.05,0.71,0.01,0,-0.01
06/08/2023 19:46:14,-0.56,2.21,0.47,0.08,0,0.01
06/08/2023 19:46:15,-0.11,0.73,-0.3,0.1,0.03,0.02
06/08/2023 19:46:15, 0.05,0.84,-0.67,0,0.07,0.02
06/08/2023 19:46:16,-0.60,1.21,0.08,-0.01,0.04,0.04
06/08/2023 19:46:16,-0.77,2.15,0.67,0.01,0.08,0.09
06/08/2023 19:46:17,-1.24,2.1,0.47,-0.03,0.07,0.15
06/08/2023 19:46:17,-1.56,2.04,0.35,-0.06,0.07,0.18
06/08/2023 19:46:18,-0.84,1.98,0.21,-0.02,0.06,0.19
06/08/2023 19:46:18,-0.51,2.06,0.36,0,0.04,0.19
06/08/2023 19:46:19,-0.60,2.06,0.43,0.01,0.04,0.16
06/08/2023 19:46:19,-0.73,3.6,0.09,0,0.16,0.12
06/08/2023 19:46:20,-0.72,2.51,0.26,0.03,0.02,0.11
06/08/2023 19:46:20,-0.28,2.11,-0.31,-0.02,0.03,0.08
06/08/2023 19:46:21,-0.42,2.46,-0.21,0,0.01,0.05
06/08/2023 19:46:21,-0.50,3.26,-0.09,-0.03,0.02,0.01
06/08/2023 19:46:22,-0.48,3.73,0.15,0.03,0.01,0
06/08/2023 19:46:22,-0.36,3.55,0.48,0.03,0,-0.04
06/08/2023 19:46:23,-0.20,3.49,-0.53,-0.02,-0.06,-0.04
06/08/2023 19:46:23, 0.30,3.92,-0.19,-0.06,0,-0.05
06/08/2023 19:46:24,-0.19,3.28,0.95,-0.02,-0.05,-0.04
06/08/2023 19:46:24,-0.79,2.68,1.19,-0.04,-0.08,-0.02
06/08/2023 19:46:25,-0.14,2.61,0.43,-0.01,0.07,-0.02
06/08/2023 19:46:25,-0.87,2.35,0.62,0.02,0.05,-0.02
06/08/2023 19:46:26,-0.44,2.32,-0.44,0.01,0.09,-0.02
06/08/2023 19:46:26,-0.61,2.73,-0.16,0.01,0.06,-0.01
06/08/2023 19:46:27,-0.34,2.42,0.02,-0.02,0.01,0
06/08/2023 19:46:27,-0.67,2.37,0.21,-0.08,-0.06,0.01
06/08/2023 19:46:28,-0.18,2.36,0.31,0.02,-0.02,0
06/08/2023 19:46:28, 0.14,1.99,-0.79,0.08,0.04,0.01
06/08/2023 19:46:29, 0.27,2.12,-0.42,-0.04,0.05,-0.03
06/08/2023 19:46:29,-0.68,1.85,1.51,0.07,0.05,0.01
06/08/2023 19:46:30,-0.63,1.71,-0.42,-0.13,-0.02,-0.02
06/08/2023 19:46:30, 0.91,1.25,-1.6,0.08,0.09,0.01
06/08/2023 19:46:31,-0.34,2.23,0.1,0.01,0.05,-0.01
06/08/2023 19:46:31,-0.50,2.77,0.26,0.02,-0.03,0
06/08/2023 19:46:32,-0.24,1.84,-0.23,0.02,0.04,-0.01
06/08/2023 19:46:32,-0.20,1.88,0.98,0.09,-0.08,0.02
06/08/2023 19:46:33,-0.33,3.22,-0.2,-0.03,0.01,0
06/08/2023 19:46:33,-0.32,2.94,0.24,-0.02,-0.02,-0.01
06/08/2023 19:46:34, 0.09,2.55,-0.08,-0.05,0,-0.02
06/08/2023 19:46:34, 0.34,1.66,0.52,-0.03,0.03,-0.03
06/08/2023 19:46:35, 0.38,1.32,-0.36,0.05,0.06,-0.03
06/08/2023 19:46:35,-0.27,1.35,0.55,0,-0.01,-0.02
06/08/2023 19:46:36,-0.20,1.58,0.29,0,-0.01,-0.02
06/08/2023 19:46:36,-0.31,2.44,0.52,-0.01,0.04,-0.04
06/08/2023 19:46:37,-0.08,2.3,-0.22,0.01,-0.01,-0.02
06/08/2023 19:46:37,-0.36,2.45,0.43,0,-0.01,-0.01
06/08/2023 19:46:38,-0.26,2.74,-0.23,0.04,0.03,-0.02
06/08/2023 19:46:38,-0.27,3.28,-0.15,-0.03,0.02,-0.02
06/08/2023 19:46:39,-0.24,3.28,-0.01,0.03,0.04,-0.02
06/08/2023 19:46:39,-0.49,2.44,0.93,-0.02,0.05,-0.01
06/08/2023 19:46:40,-0.29,2.12,0.31,-0.03,0.02,-0.02
06/08/2023 19:46:40,-0.45,3.1,-0.45,0.03,0.02,-0.01
06/08/2023 19:46:41,-0.03,2.66,-0.1,-0.01,0.01,-0.04
06/08/2023 19:46:41, 0.64,2.37,0.07,0.04,-0.05,-0.2
06/08/2023 19:46:42, 1.92,2.71,-0.39,0.04,-0.16,-0.33
06/08/2023 19:46:42, 2.51,2.78,0.7,0.12,-0.14,-0.52
06/08/2023 19:46:43, 1.62,3.23,0.88,-0.06,-0.09,-0.51
06/08/2023 19:46:43, 1.12,2.66,-0.96,-0.03,-0.06,-0.45
06/08/2023 19:46:44, 0.68,2.84,-0.54,-0.03,-0.02,-0.31
06/08/2023 19:46:44, 0.51,3.02,-0.15,0.03,-0.05,-0.18
06/08/2023 19:46:45,-0.07,3.12,0.51,-0.01,-0.01,-0.12
06/08/2023 19:46:45,-0.03,2.48,0.09,-0.03,0.06,-0.09
06/08/2023 19:46:46, 0.18,2.51,-0.29,-0.01,0.03,-0.04
06/08/2023 19:46:46,-0.04,3.45,-0.82,0,0,0.01
06/08/2023 19:46:47,-0.31,3.68,-0.27,-0.03,0.07,0
06/08/2023 19:46:47,-0.66,3.73,-0.27,0.02,0,0
06/08/2023 19:46:48,-0.44,3.08,0.07,-0.01,0.01,0
06/08/2023 19:46:48,-0.40,2.94,-0.02,-0.05,0.01,-0.01
06/08/2023 19:46:49,-0.49,2.93,-0.08,-0.02,0.01,-0.01
06/08/2023 19:46:49,-0.16,2.95,0.04,0,-0.03,-0.01
06/08/2023 19:46:50, 0.11,3.03,0.57,-0.02,0,-0.01
06/08/2023 19:46:50,-0.04,2.83,-0.08,0,0.01,-0.02
06/08/2023 19:46:51,-0.59,2.36,0.02,-0.03,-0.03,-0.01
06/08/2023 19:46:51, 0.27,2.09,-0.06,-0.03,-0.01,0
06/08/2023 19:46:52, 0.01,1.23,0.44,0.03,-0.03,-0.01
06/08/2023 19:46:52,-0.19,1.06,0.34,-0.02,0.04,-0.01
06/08/2023 19:46:53,-0.42,0.93,0.54,-0.02,-0.02,0
06/08/2023 19:46:53,-0.22,0.98,0.32,-0.01,0.01,0
06/08/2023 19:46:54,-0.09,1.85,0.26,-0.01,0.03,0
06/08/2023 19:46:54, 0.16,2.06,0.13,-0.01,0.02,-0.01
06/08/2023 19:46:55, 0.09,2.08,0.33,0,0.02,-0.02
06/08/2023 19:46:55, 0.14,2.14,0.13,-0.01,0.03,-0.02
06/08/2023 19:46:56, 0.15,2.14,0.1,-0.01,0.02,-0.02
06/08/2023 19:46:56, 0.09,2.17,0.14,-0.01,0.03,-0.02
06/08/2023 19:46:57, 0.09,2.18,0.14,0,0.02,-0.02
06/08/2023 19:46:57, 0.17,2.18,0.1,-0.01,0.02,-0.02
06/08/2023 19:46:58, 0.15,2.31,0.03,0,0.02,-0.02
06/08/2023 19:46:58, 0.11,2.63,-0.04,-0.01,0.01,-0.02
06/08/2023 19:46:59, 0.01,2.7,0.06,-0.01,0.03,-0.02
06/08/2023 19:46:59, 0.01,2.68,-0.04,-0.01,0.03,-0.02
06/08/2023 19:47:00, 0.10,2.69,0,-0.01,0.02,-0.02
06/08/2023 19:47:00, 0.13,2.64,-0.01,-0.01,0.02,-0.02
06/08/2023 19:47:01, 0.22,2.56,-0.02,-0.01,0,-0.01
06/08/2023 19:47:01, 0.14,2.76,0.08,-0.01,0.02,-0.01
06/08/2023 19:47:02, 0.12,2.72,0.03,-0.01,0.02,-0.02
06/08/2023 19:47:02, 0.15,2.72,0.01,-0.01,0.02,-0.02
06/08/2023 19:47:03, 0.05,2.72,-0.03,-0.01,0.02,-0.02
06/08/2023 19:47:03, 0.07,2.71,0.04,-0.01,0.02,-0.02
06/08/2023 19:47:04, 0.14,2.74,0.02,-0.01,0.02,-0.02
06/08/2023 19:47:04, 0.07,2.73,-0.01,0,0.02,-0.02
06/08/2023 19:47:05, 0.13,2.72,0.03,-0.01,0.02,-0.02
06/08/2023 19:47:05, 0.19,2.71,0.03,-0.01,0.02,-0.02
06/08/2023 19:47:06, 0.12,2.65,0.05,-0.01,0.03,-0.02
06/08/2023 19:47:06, 0.10,2.38,0.16,0,0.03,-0.02
06/08/2023 19:47:07, 0.06,1.92,0.27,-0.01,0.03,-0.02
06/08/2023 19:47:07, 0.10,1.73,0.24,-0.01,0.02,-0.01
06/08/2023 19:47:08, 0.14,2.74,0.14,-0.01,0.02,-0.01
06/08/2023 19:47:08, 0.20,2.48,-0.05,-0.01,0.03,0
06/08/2023 19:47:09, 0.06,2.29,0.16,-0.01,0.03,0.02
06/08/2023 19:47:09, 0.26,2.41,0.11,-0.01,0.02,0.04
06/08/2023 19:47:10, 0.08,2.7,0.03,0,0.02,0.03
06/08/2023 19:47:10, 0.13,2.97,0.05,-0.01,0.04,0.02
06/08/2023 19:47:11,-0.01,2.82,0.06,0,0.04,0.02
06/08/2023 19:47:11,-0.10,3.02,-0.07,0,0.03,0.02
06/08/2023 19:47:12,-0.06,3.36,-0.09,-0.02,0.04,0
06/08/2023 19:47:12, 0.03,2.64,0.04,-0.01,0.03,-0.03
06/08/2023 19:47:13,-0.09,2.09,0.06,-0.02,0.02,-0.07
06/08/2023 19:47:13,-0.28,1.82,0.1,-0.01,0.01,-0.11
06/08/2023 19:47:14,-0.75,2.98,-0.15,0.01,0.01,-0.12
06/08/2023 19:47:14,-0.51,3.62,-0.32,0,0.01,-0.09
06/08/2023 19:47:15,-0.40,2.71,-0.08,-0.01,0,-0.07
06/08/2023 19:47:15,-0.62,2.44,0.03,0,0.01,-0.06
06/08/2023 19:47:16,-0.45,2.05,0.26,0,0.02,-0.07
06/08/2023 19:47:16,-0.49,3.03,-0.21,0.01,0,-0.03
06/08/2023 19:47:17,-0.30,4.58,-0.59,-0.01,0.02,-0.01
06/08/2023 19:47:17,-0.37,2.89,0.1,-0.01,0.02,-0.02
06/08/2023 19:47:18,-0.42,2.67,0.04,-0.01,0.02,-0.01
06/08/2023 19:47:18,-0.30,2.69,-0.03,-0.01,0.02,-0.02
06/08/2023 19:47:19,-0.30,2.63,-0.04,-0.01,0.02,-0.02
06/08/2023 19:47:19,-0.34,3.91,-0.32,0,0.02,-0.02
06/08/2023 19:47:20,-0.22,4.53,-0.42,-0.01,0.03,-0.08
06/08/2023 19:47:20,-0.38,2.43,-0.12,-0.02,0.01,-0.08
06/08/2023 19:47:21,-0.70,2.48,0.11,-0.01,0.03,-0.02
06/08/2023 19:47:21,-0.72,2.1,0.13,-0.02,0.04,-0.03
06/08/2023 19:47:22,-0.56,1.89,0.17,-0.02,0.04,-0.02
06/08/2023 19:47:22,-0.69,1.76,0.17,-0.01,0.03,-0.02
06/08/2023 19:47:23,-0.65,1.82,0.21,0,0.02,-0.02
06/08/2023 19:47:23,-0.67,2.53,0,-0.01,0.02,-0.02
06/08/2023 19:47:24,-0.67,2.35,0.14,-0.01,0.01,-0.02
06/08/2023 19:47:24,-0.65,2.59,-0.01,-0.01,0.02,-0.02
06/08/2023 19:47:25,-0.68,2.55,0.16,-0.02,0.03,-0.02
06/08/2023 19:47:25,-0.63,3.13,-0.36,0,0.03,-0.02
06/08/2023 19:47:26,-0.59,5.46,-0.74,0.01,0.01,-0.03
06/08/2023 19:47:26,-0.49,3.94,-0.27,-0.02,0.01,-0.05
06/08/2023 19:47:27,-0.68,2.58,-0.07,0.01,0.03,-0.05
06/08/2023 19:47:27,-0.77,2.19,0.06,-0.02,0.04,-0.02
06/08/2023 19:47:28,-0.76,2.16,0.13,-0.01,0.03,0.01
06/08/2023 19:47:28,-0.87,2.23,0.18,-0.01,0.04,0.01
06/08/2023 19:47:29,-0.81,2.21,0.1,-0.01,0.03,0.02
06/08/2023 19:47:29,-0.90,2.16,0.17,-0.01,0.03,0.04
06/08/2023 19:47:30,-0.97,2.26,0.04,-0.02,0.05,0.08
06/08/2023 19:47:30,-1.07,2.59,-0.15,-0.01,0.06,0.11
06/08/2023 19:47:31,-0.94,3.13,-0.07,-0.01,0.08,0.17
06/08/2023 19:47:31,-1.16,3.32,-0.38,-0.03,0.07,0.27
06/08/2023 19:47:32,-1.22,3.26,-0.24,-0.05,0.08,0.38
06/08/2023 19:47:32,-0.86,2.55,-0.18,-0.1,0.13,0.43
06/08/2023 19:47:33,-0.71,1.58,0.27,-0.06,0.04,0.4
06/08/2023 19:47:33, 0.19,1.68,0.08,-0.02,0.1,0.24
06/08/2023 19:47:34, 0.21,1.28,0.6,-0.08,-0.09,0.22
06/08/2023 19:47:34,-0.44,1.65,-0.05,0,0.04,-0.03
06/08/2023 19:47:35,-0.23,2.27,0.12,-0.01,0.04,-0.03
06/08/2023 19:47:35, 0.14,1.85,0.13,-0.01,0.02,-0.03
06/08/2023 19:47:36, 0.24,1.39,0.41,-0.03,-0.05,-0.03
06/08/2023 19:47:36,-0.04,1.55,0.45,-0.01,0.09,-0.05
06/08/2023 19:47:37, 0.12,2.23,-0.22,0.04,0.05,0.04
06/08/2023 19:47:37, 0.01,1.77,0.01,-0.02,0.07,0.11
06/08/2023 19:47:38, 0.15,2.66,0.08,0.03,0.06,0.16
06/08/2023 19:47:38, 0.07,2.06,0.07,0,0.08,0.16
06/08/2023 19:47:39, 0.16,2.72,0.08,0.02,0.07,0.18
06/08/2023 19:47:39, 0.23,3.76,-0.19,0.02,0.05,0.11
06/08/2023 19:47:40, 0.11,3.4,-0.14,0.02,0.05,0.07
06/08/2023 19:47:40, 0.02,3.08,-0.02,-0.03,0.05,0
06/08/2023 19:47:41,-0.00,3,-0.18,-0.01,0.03,-0.01
06/08/2023 19:47:41,-0.06,3.34,-0.1,0,0.03,-0.01
06/08/2023 19:47:42,-0.28,4.35,-0.41,-0.03,0.06,0.05
06/08/2023 19:47:42,-0.61,4.05,-0.46,-0.08,0.1,0.24
06/08/2023 19:47:43,-0.60,2.07,-0.25,-0.1,0.1,0.37
06/08/2023 19:47:43,-0.77,1.86,-0.12,-0.04,0.16,0.34
06/08/2023 19:47:44,-0.76,2.08,0.18,-0.04,0.13,0.28
06/08/2023 19:47:44,-0.78,2.17,0.16,-0.03,0.11,0.27
06/08/2023 19:47:45,-0.77,2.15,0.12,-0.02,0.09,0.22
06/08/2023 19:47:45,-0.77,2.27,0.07,-0.01,0.07,0.17
06/08/2023 19:47:46,-0.64,2.52,0.12,-0.01,0.05,0.11
06/08/2023 19:47:46,-0.67,3.45,-0.43,0,0.06,0.1
06/08/2023 19:47:47,-0.74,3.79,-0.32,-0.01,0.05,0.07
06/08/2023 19:47:47,-0.79,4,-0.4,-0.01,0.04,0.05
06/08/2023 19:47:48,-1.08,3.45,-0.33,-0.01,0.04,0.05
06/08/2023 19:47:48,-0.70,3.96,-0.23,-0.05,0.08,0.05
06/08/2023 19:47:49,-0.96,4,-0.6,0,0.01,0.06
06/08/2023 19:47:49,-0.60,2.45,-0.37,0.01,0.04,0.04
06/08/2023 19:47:50,-0.65,3.8,-0.3,0,0,-0.01
06/08/2023 19:47:50,-0.10,3.98,-0.22,0.02,-0.02,-0.04
06/08/2023 19:47:51, 0.56,3.31,-0.74,0.02,0.03,-0.08
06/08/2023 19:47:51, 0.41,2.94,-0.25,-0.01,-0.03,-0.09
06/08/2023 19:47:52, 0.29,2.96,-0.23,0.05,0.02,-0.09
06/08/2023 19:47:52,-0.26,2.57,-0.36,-0.02,0.02,-0.06
06/08/2023 19:47:53,-0.33,1.9,0.19,-0.03,0.02,-0.03
06/08/2023 19:47:53,-0.52,1.27,0.47,0.04,0.02,-0.01
06/08/2023 19:47:54,-0.97,1.42,0.33,-0.02,0.06,0.02
06/08/2023 19:47:54,-0.80,0.96,0.58,-0.02,0.01,0.01
06/08/2023 19:47:55,-0.67,0.9,0.65,0.03,0.03,0
06/08/2023 19:47:55,-0.50,0.91,0.82,-0.01,0.03,-0.02
06/08/2023 19:47:56,-0.40,0.8,0.67,-0.01,0.01,-0.05
06/08/2023 19:47:56,-0.34,1.49,0.31,-0.02,0.01,-0.07
06/08/2023 19:47:57,-0.55,1.75,0.1,-0.02,0.01,-0.06
06/08/2023 19:47:57,-0.44,1.82,0.21,0,0,-0.06
06/08/2023 19:47:58,-0.42,2.07,0.12,0,0.01,-0.05
06/08/2023 19:47:58,-0.42,1.97,0.12,-0.01,0.02,-0.04
06/08/2023 19:47:59,-0.45,1.99,0.14,-0.01,0.02,-0.03
06/08/2023 19:47:59,-0.44,2.04,0.12,0,0.02,-0.02
06/08/2023 19:48:00,-0.44,2.35,0.1,-0.01,0.02,-0.02
06/08/2023 19:48:00,-0.43,2.39,0.05,-0.01,0.02,-0.02
06/08/2023 19:48:01,-0.45,2.42,0.06,-0.01,0.02,-0.02
06/08/2023 19:48:01,-0.43,2.4,0.07,-0.01,0.02,-0.02
06/08/2023 19:48:02,-0.39,2.38,0.06,-0.01,0.02,-0.02
06/08/2023 19:48:02,-0.45,2.37,0.05,-0.01,0.02,-0.02
06/08/2023 19:48:03,-0.46,2.34,0.07,-0.01,0.02,-0.02
06/08/2023 19:48:03,-0.42,2.38,0.06,-0.01,0.03,-0.02
06/08/2023 19:48:04,-0.44,2.37,0.05,-0.01,0.02,-0.02
06/08/2023 19:48:04,-0.43,2.4,0.06,-0.01,0.02,-0.02
06/08/2023 19:48:05,-0.40,2.39,0.05,-0.01,0.02,-0.02
06/08/2023 19:48:05,-0.46,2.42,0.07,-0.01,0.02,-0.02
06/08/2023 19:48:06,-0.43,2.43,0.05,-0.01,0.02,-0.02
06/08/2023 19:48:06,-0.49,2.44,0.1,-0.01,0.02,-0.02
06/08/2023 19:48:07,-0.44,2.44,0.08,0,0.02,-0.02
06/08/2023 19:48:07,-0.48,2.42,0.11,-0.01,0.02,-0.02
06/08/2023 19:48:08,-0.50,2.4,0.08,-0.01,0.03,-0.02
06/08/2023 19:48:08,-0.43,2.41,0.08,0,0.02,-0.02
06/08/2023 19:48:09,-0.49,2.41,0.09,-0.01,0.02,-0.02
06/08/2023 19:48:09,-0.43,2.38,0.04,-0.01,0.02,-0.02
06/08/2023 19:48:10,-0.44,2.36,0.06,-0.01,0.02,-0.02
06/08/2023 19:48:10,-0.41,2.38,0.05,-0.01,0.03,-0.02
06/08/2023 19:48:11,-0.43,2.39,0.04,-0.01,0.02,-0.02
06/08/2023 19:48:11,-0.44,2.38,0.06,-0.01,0.02,-0.02
06/08/2023 19:48:12,-0.38,2.39,0.04,-0.01,0.02,-0.02
06/08/2023 19:48:12,-0.43,2.39,0.06,-0.01,0.02,-0.02
06/08/2023 19:48:13,-0.45,2.41,0.05,-0.01,0.02,-0.02
06/08/2023 19:48:13,-0.40,2.39,0.06,-0.01,0.02,-0.02
06/08/2023 19:48:14,-0.46,2.42,0.06,-0.01,0.02,-0.02
06/08/2023 19:48:14,-0.43,2.51,0.01,-0.01,0.02,-0.02
06/08/2023 19:48:15,-0.46,2.67,0.03,0.01,0.02,-0.02
06/08/2023 19:48:15,-0.40,3.89,-0.26,0,0.01,-0.04
06/08/2023 19:48:16,-0.34,4.13,-0.46,0,0.01,-0.08
06/08/2023 19:48:16,-0.35,2.34,0.08,0.02,-0.01,-0.11
06/08/2023 19:48:17,-0.35,2.49,0,0,-0.01,-0.1
06/08/2023 19:48:17,-0.46,2.45,-0.03,0,-0.01,-0.08
06/08/2023 19:48:18,-0.47,1.47,0.23,-0.02,0.01,-0.08
06/08/2023 19:48:18,-0.47,2.11,0.15,0,0,-0.05
06/08/2023 19:48:19,-0.29,2.42,-0.12,0.01,-0.04,-0.04
06/08/2023 19:48:19,-0.40,1.82,0.33,-0.02,0.03,-0.11
06/08/2023 19:48:20,-0.07,2.02,0.2,-0.01,-0.02,-0.1
06/08/2023 19:48:20,-0.35,1.64,0.26,0,0,-0.08
06/08/2023 19:48:21,-0.27,1.7,0.24,-0.01,0.02,-0.03
06/08/2023 19:48:21,-0.19,2.25,0.05,-0.01,0.03,-0.02
06/08/2023 19:48:22,-0.24,2.29,0.08,-0.01,0.02,-0.02
06/08/2023 19:48:22,-0.21,2.3,0.1,-0.01,0.02,-0.02
06/08/2023 19:48:23,-0.20,2.3,0.12,-0.01,0.02,-0.02
06/08/2023 19:48:23,-0.25,2.29,0.1,-0.01,0.02,-0.02
06/08/2023 19:48:24,-0.24,2.29,0.13,-0.01,0.02,-0.02
06/08/2023 19:48:24,-0.22,2.29,0.08,-0.01,0.02,-0.02
06/08/2023 19:48:25,-0.21,2.29,0.09,-0.01,0.02,-0.02
06/08/2023 19:48:25,-0.25,2.33,0.13,-0.01,0.02,-0.02
06/08/2023 19:48:26,-0.25,2.32,0.12,-0.01,0.02,-0.02
06/08/2023 19:48:26,-0.24,2.32,0.11,-0.01,0.02,-0.02
06/08/2023 19:48:27,-0.23,2.32,0.11,-0.01,0.02,-0.02
06/08/2023 19:48:27,-0.26,2.32,0.13,-0.01,0.02,-0.02
06/08/2023 19:48:28,-0.22,2.33,0.12,-0.01,0.02,-0.02
06/08/2023 19:48:28,-0.26,2.33,0.14,-0.01,0.02,-0.02
06/08/2023 19:48:29,-0.24,2.32,0.13,-0.01,0.02,-0.02
06/08/2023 19:48:29,-0.23,2.44,0.08,-0.01,0.02,-0.02
06/08/2023 19:48:30,-0.20,2.54,0.05,-0.01,0.01,-0.03
06/08/2023 19:48:30,-0.08,3.31,-0.17,0.01,0,-0.07
06/08/2023 19:48:31, 0.19,3.52,-0.22,-0.01,-0.04,-0.17
06/08/2023 19:48:31, 0.41,2.32,-0.01,-0.01,-0.02,-0.23
06/08/2023 19:48:32, 0.56,2.93,-0.2,0.01,-0.02,-0.34
06/08/2023 19:48:32, 0.96,3.07,-0.61,0.04,-0.11,-0.37
06/08/2023 19:48:33, 1.02,3.54,-0.05,0,-0.01,-0.44
06/08/2023 19:48:33, 1.09,3.57,0.07,0.04,0,-0.42
06/08/2023 19:48:34, 1.08,3.64,-0.43,0.01,-0.08,-0.28
06/08/2023 19:48:34, 0.07,3.66,-0.39,-0.03,-0.02,-0.14
06/08/2023 19:48:35,-0.40,2.12,-0.12,0,0.01,-0.05
06/08/2023 19:48:35,-0.35,3.91,-0.13,0.01,0.06,-0.02
06/08/2023 19:48:36,-0.48,4.31,-0.39,0,0.02,-0.01
06/08/2023 19:48:36,-0.51,4.1,0,-0.03,0.04,-0.03
06/08/2023 19:48:37,-1.03,3.56,-0.28,-0.18,-0.12,0
06/08/2023 19:48:37, 0.18,2.97,0.97,-0.03,-0.02,-0.02
06/08/2023 19:48:38,-0.13,2.18,0.76,0.04,0.01,-0.04
06/08/2023 19:48:38, 0.20,0.99,0.39,0.12,0.13,-0.06
06/08/2023 19:48:39,-3.15,1.27,1.07,-0.03,-0.08,-0.06
06/08/2023 19:48:39,-1.18,2.73,0.71,-0.04,-0.08,-0.09
06/08/2023 19:48:40,-0.39,1.7,0.6,0,0.03,-0.06
06/08/2023 19:48:40, 0.25,2.15,-0.04,0,0.01,-0.05
06/08/2023 19:48:41, 0.15,2.69,-0.02,-0.06,0.01,-0.03
06/08/2023 19:48:41,-0.31,1.92,-0.12,0.03,0.11,-0.03
06/08/2023 19:48:42,-0.32,3.38,-0.08,0.01,0.03,-0.03
06/08/2023 19:48:42,-0.47,2.46,1.07,-0.04,-0.02,-0.02
06/08/2023 19:48:43,-0.05,2.6,1.01,-0.04,-0.07,-0.03
06/08/2023 19:48:43,-0.52,2.36,0.22,0.01,0,-0.04
06/08/2023 19:48:44,-0.55,2.65,0.55,0.01,0.01,-0.02
06/08/2023 19:48:44,-0.62,2.88,-0.13,-0.05,0.07,-0.04
06/08/2023 19:48:45,-0.21,2.43,-0.15,0.01,0.14,-0.03
06/08/2023 19:48:45,-0.63,1.14,0.17,-0.02,-0.01,-0.02
06/08/2023 19:48:46,-0.70,0.85,0.77,0,0.05,-0.02
06/08/2023 19:48:46,-0.33,2.39,0.05,0.02,0,-0.01
06/08/2023 19:48:47,-0.39,2.49,-0.04,-0.01,0.04,-0.02
06/08/2023 19:48:47,-0.37,2.41,0.31,-0.01,0.02,-0.02
06/08/2023 19:48:48,-0.29,1.01,0.27,-0.04,0.02,-0.01
06/08/2023 19:48:48,-0.47,1.42,0.19,0.01,0.01,-0.01
06/08/2023 19:48:49,-0.54,2.03,0.19,0,0.01,-0.01
06/08/2023 19:48:49,-0.48,2.1,0.15,0,0.02,-0.02
06/08/2023 19:48:50,-0.48,2.16,0.01,0.01,0.03,-0.02
